"FriendlyName","Class","Manufacturer","Status","Problem","InstanceId"
"Unknown USB Device (Device Descriptor Request Failed)","USB","(Standard USB Host Controller)","Unknown","CM_PROB_PHANTOM","USB\VID_0000&PID_0002\5&2DC84FBA&0&7"
"USB Composite Device","USB","(Standard USB Host Controller)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_2514\6&6A9522F&0&2"
"USB Composite Device","USB","(Standard USB Host Controller)","OK","CM_PROB_NONE","USB\VID_047F&PID_C058\EBFF498BA439F1488A177C405ACDFDF0"
"USB Composite Device","USB","(Standard USB Host Controller)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_A524\0000000000000000"
"USB Composite Device","USB","(Standard USB Host Controller)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_C538\6&196302D4&0&3"
"USB Composite Device","USB","(Standard USB Host Controller)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_C534\6&6A9522F&0&2"
"USB Composite Device","USB","(Standard USB Host Controller)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_C010\11AD1D0A92AE3E070A1F0B00"
"USB Composite Device","USB","(Standard USB Host Controller)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_4503\5&2DC84FBA&0&7"
"USB Composite Device","USB","(Standard USB Host Controller)","Unknown","CM_PROB_PHANTOM","USB\VID_047F&PID_C057\66894F7A611AC04D8DE7E8BE38E4DE4B"
"USB Composite Device","USB","(Standard USB Host Controller)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_C010\11AD1D0A92AE3E18402F0B00"
"USB Composite Device","USB","(Standard USB Host Controller)","OK","CM_PROB_NONE","USB\VID_413C&PID_4503\5&2DC84FBA&0&6"
"USB Composite Device","USB","(Standard USB Host Controller)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_0A8F\5&2DC84FBA&0&7"
"USB Composite Device","USB","(Standard USB Host Controller)","OK","CM_PROB_NONE","USB\VID_FFFF&PID_BACE&REV_0002\1"
"USB Composite Device","USB","(Standard USB Host Controller)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_4503\6&8542BEA&0&4"
"USB Composite Device","USB","(Standard USB Host Controller)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_C534\6&196302D4&0&2"
"USB Composite Device","USB","(Standard USB Host Controller)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_C534\6&196302D4&0&3"
